d_cell_id,공원명,공원종류
다사61505325,배봉산<시공원>,근린공원
다사54005575,(북한산,도시자연공원
다사51004450,상도<시공원>,근린공원
다사42005025,우장산근린공원,OSM보완
다사58755875,오동<시공원>,근린공원
다사49004750,여의도,근린공원
다사67754325,장지<시공원>,근린공원
다사47754625,영등포,근린공원
다사50505425,안산<시공원>,도시자연공원
다사57255025,응봉공원,OSM보완
다사53755300,경복,근린공원
다사60254200,달터<시공원>,근린공원
다사69755050,명일<시공원>,근린공원
다사39255375,방화,근린공원
다사45254125,금천한내(안양천,강변공원
다사58506175,쌍문<시공원>,근린공원
다사65755600,중랑캠핑숲,OSM보완
다사68755000,샛마을,근린공원
다사40754750,서서울호수,문화공원
다사49504650,자매,근린공원
다사48004350,보라매,근린공원
다사59504900,서울숲,기타공원
다사46255125,월드컵,근린공원
다사62254400,양재천,마을마당
다사69254850,허브천문공원,OSM보완
다사59255750,오동<시공원>,근린공원
다사65755625,나들이공원,근린공원
다사58754175,바우뫼,근린공원
다사67504500,오금<시공원>,근린공원
다사50755550,(북한산,도시자연공원
다사54755325,원서,근린공원
다사50504675,여의도지구,강변공원
다사49754050,관악산<시공원>,도시자연공원
다사44255300,월드컵,근린공원
다사42004875,까치산,근린공원
다사59504350,도곡근린공원,OSM보완
다사68254300,장지<시공원>,근린공원
다사59504950,서울숲,기타공원
다사67254650,올림픽공원,기타공원
다사60005050,중랑천,강변공원
다사61255250,답십리<시공원>,근린공원
다사49255000,와우근린공원,OSM보완
다사59004100,시민의숲,근린공원
다사58006150,쌍문<시공원>,근린공원
다사51504575,노량진<시공원>,근린공원
다사44755250,월드컵,근린공원
다사52254275,까치산<시공원>,근린공원
다사57753725,서울대공원,근린공원
다사57255725,(북한산,도시자연공원
다사64755500,용마<시공원>,도시자연공원
다사66504625,올림픽공원,기타공원
다사49004400,보라매,근린공원
다사70005000,명일<시공원>,근린공원
다사57253600,서울대공원,근린공원
다사62255400,중랑천변,강변공원
다사63003900,인능산2<시공원>,도시자연공원
다사56503675,서울대공원,근린공원
다사64754625,신천교통,근린공원
다사54254650,동빙고,근린공원
다사51254600,사육신공원,OSM보완
다사53005250,경희궁<시공원>,근린공원
다사55005300,종묘,근린공원
다사48254525,메낙골,근린공원
다사62004775,뚝섬지구,강변공원
다사45004925,용왕산<시공원>,근린공원
다사41755125,원당,근린공원
다사45754875,안양천공원,강변공원
다사55255575,(북한산,도시자연공원
다사56005200,훈련원,근린공원
다사56005075,남산,도시자연공원
다사51254550,노량진<시공원>,근린공원
다사67504275,장지<시공원>,근린공원
다사66504475,웃말,근린공원
다사54755625,(북한산,도시자연공원
다사60506000,초안산<시공원>,근린공원
다사57253725,서울대공원,근린공원
다사40755175,서울식물원,OSM보완
다사46004875,안양천공원,강변공원
다사52004950,효창<시공원>,근린공원
다사57754800,잠실지구,강변공원
다사55005050,남산,도시자연공원
다사56505350,(낙산,근린공원
다사56253725,서울대공원,근린공원
다사58005525,개운산<시공원>,근린공원
다사52504950,효창<시공원>,근린공원
다사55255250,종묘광장,광장
다사64504550,송파나루근린공원,OSM보완
다사57004200,우면산<시공원>,도시자연공원
다사50255650,(북한산,도시자연공원
다사70255050,명일<시공원>,근린공원
다사49004050,관악산<시공원>,도시자연공원
다사50754100,관악산<시공원>,도시자연공원
다사43504900,봉제산<시공원>,근린공원
다사61504650,탄천,마을마당
다사56505775,(북한산,도시자연공원
다사44004650,양천,근린공원
다사48004150,관악산<시공원>,도시자연공원
다사53505175,덕수,근린공원
다사55505075,남산,도시자연공원
다사57253700,서울대공원,근린공원
다사67004650,올림픽공원,기타공원
다사50254725,여의도지구,강변공원
다사54505025,남산,도시자연공원
다사47005675,봉산<시공원>,도시자연공원
다사55005075,남산,도시자연공원
다사49755400,백련<시공원>,근린공원
다사67754525,성내천,강변공원
다사64504525,송파나루근린공원,OSM보완
다사42504525,고척<시공원>,근린공원
다사50754550,노량진<시공원>,근린공원
다사55754950,남산,도시자연공원
다사57255300,숭인,근린공원
다사50255425,안산<시공원>,도시자연공원
다사66754650,올림픽공원,기타공원
다사62755025,어린이대공원,근린공원
다사44504775,오목,근린공원
다사69005050,원터,근린공원
다사58004625,학동,근린공원
다사65504300,탄천,마을마당
다사69755075,방죽,근린공원
다사49254800,여의도지구,강변공원
다사50253750,관악산<시공원>,도시자연공원
다사56503775,서울대공원,근린공원
다사41005275,마곡(미조성,체육공원
다사52505350,인왕산<시공원>,도시자연공원
다사57503700,서울대공원,근린공원
다사61254325,개포서,근린공원
다사51254200,관악산<시공원>,도시자연공원
다사62005675,중랑천공원_1,강변공원
다사51754550,노량진<시공원>,근린공원
다사63505250,용마<시공원>,도시자연공원
다사56255400,낙산,근린공원
다사60005850,우이천,강변공원
다사54755025,남산,도시자연공원
다사56255525,성북<시공원>,근린공원
다사66004700,올림픽공원,기타공원
다사59504300,도곡근린공원,OSM보완
다사62254000,대모산<시공원>,도시자연공원
다사63004750,뚝섬지구,강변공원
다사51004025,관악산<시공원>,도시자연공원
다사56004425,서리풀<시공원>,근린공원
다사69755125,샘터,근린공원
다사49004200,관악산<시공원>,도시자연공원
다사67004600,올림픽공원,기타공원
다사54004125,관악산<시공원>,도시자연공원
다사62254975,광진광장,광장
다사52755075,손기정체육공원,OSM보완
다사62754750,뚝섬지구,강변공원
다사58255925,오동<시공원>,근린공원
다사52004150,관악산<시공원>,도시자연공원
다사50505475,백련<시공원>,근린공원
다사59005775,오동<시공원>,근린공원
다사52004175,관악산<시공원>,도시자연공원
다사41755275,궁산<시공원>,근린공원
다사59005825,오동<시공원>,근린공원
다사62255200,장평,근린공원
다사48504400,보라매,근린공원
다사54504125,우면산<시공원>,도시자연공원
다사47755500,신사근린공원,근린공원
다사55755475,와룡<시공원>,근린공원
다사62006100,노해,근린공원
다사52254150,관악산<시공원>,도시자연공원
다사43004900,봉제산<시공원>,근린공원
다사57506175,쌍문<시공원>,근린공원
다사46755425,봉산<시공원>,도시자연공원
다사50755525,(북한산,도시자연공원
다사45254975,안양천공원,강변공원
다사50755500,실락,어린이공원
다사49254050,관악산<시공원>,도시자연공원
다사55755025,남산,도시자연공원
다사56255100,남산,도시자연공원
다사50255475,백련<시공원>,근린공원
다사59004950,서울숲,기타공원
다사41505300,궁산<시공원>,근린공원
다사61506125,원터,근린공원
다사59255000,서울숲,기타공원
다사49755350,백련<시공원>,근린공원
다사50504700,여의도지구,강변공원
다사45754775,안양천공원,강변공원
다사55754375,서리풀<시공원>,근린공원
다사41254700,오솔길,근린공원
다사68254475,누에머리,근린공원
다사39755350,꿩고개<시공원>,근린공원
다사49005225,궁동<시공원>,근린공원
다사49505350,백련<시공원>,근린공원
다사60755600,청량<시공원>,근린공원
다사62756200,불암산<시공원>,도시자연공원
다사54505425,삼청<시공원>,근린공원
다사60754325,양재천,마을마당
다사64255325,용마<시공원>,도시자연공원
다사44254500,안양천공원,강변공원
다사62254425,양재천,마을마당
다사62506200,삿갓봉,근린공원
다사64754550,송파나루근린공원,OSM보완
다사62506350,수락산<시공원>,도시자연공원
다사55005575,(북한산,도시자연공원
다사49254550,노량진<시공원>,근린공원
다사48504725,여의도,근린공원
다사45254650,안양천공원,강변공원
다사47255500,봉산<시공원>,도시자연공원
다사49504000,관악산<시공원>,도시자연공원
다사49505425,백련<시공원>,근린공원
다사61754650,탄천,마을마당
다사49255275,궁동<시공원>,근린공원
다사50004375,상도<시공원>,근린공원
다사45005200,난지지구,강변공원
다사47505450,봉산<시공원>,도시자연공원
다사51254375,상도<시공원>,근린공원
다사59754550,선·정릉,근린공원
다사52755300,사직<시공원>,근린공원
다사52754250,까치산<시공원>,근린공원
다사58254925,서울숲,기타공원
다사46005425,봉산<시공원>,도시자연공원
다사59505650,(오동,근린공원
다사66754600,올림픽공원,기타공원
다사55754900,남산,도시자연공원
다사50754375,상도<시공원>,근린공원
다사45255350,상암<시공원>,근린공원
다사44505250,월드컵,근린공원
다사57503725,서울대공원,근린공원
다사44254400,안양천공원_1,강변공원
다사53505325,경복,근린공원
다사54005050,남산,도시자연공원
다사58003650,서울대공원,근린공원
다사69754975,명일<시공원>,근린공원
다사53505300,경복,근린공원
다사46005175,월드컵,근린공원
다사61754625,탄천,마을마당
다사41255300,서울식물원,OSM보완
다사63505025,어린이대공원,근린공원
다사39505425,강서지구,강변공원
다사55005375,창덕,근린공원
다사47004925,선유도공원,근린공원
다사57003625,서울대공원,근린공원
다사60005500,(청량,근린공원
다사65004575,송파나루근린공원,OSM보완
다사51004400,상도<시공원>,근린공원
다사53254125,관악산<시공원>,도시자연공원
다사61505050,중랑천,강변공원
다사39505350,꿩고개<시공원>,근린공원
다사45005300,월드컵,근린공원
다사54505075,남산,도시자연공원
다사49505275,안산<시공원>,도시자연공원
다사61504025,대모산<시공원>,도시자연공원
다사60255950,초안산<시공원>,근린공원
다사62756275,불암산<시공원>,도시자연공원
다사49254125,관악산<시공원>,도시자연공원
다사57254750,잠실지구,강변공원
다사51755200,안산<시공원>,도시자연공원
다사51005600,(북한산,도시자연공원
다사47754150,관악산<시공원>,도시자연공원
다사43254900,봉제산<시공원>,근린공원
다사56004950,남산,도시자연공원
다사47255600,봉산<시공원>,도시자연공원
다사53005225,경희궁<시공원>,근린공원
다사44754600,안양천공원,강변공원
다사49754025,관악산<시공원>,도시자연공원
다사65255425,용마<시공원>,도시자연공원
다사45004725,안양천공원,강변공원
다사58755900,오동<시공원>,근린공원
다사66754425,가락,근린공원
다사54755075,남산,도시자연공원
다사63255000,어린이대공원,근린공원
다사51004100,관악산<시공원>,도시자연공원
다사45254750,안양천공원,강변공원
다사61255025,중랑천,강변공원
다사67004675,올림픽공원,기타공원
다사45755125,난지지구,강변공원
다사53754625,이촌지구,강변공원
다사49753975,관악산<시공원>,도시자연공원
다사63004975,어린이대공원,근린공원
다사45505225,월드컵,근린공원
다사41255275,서울식물원,OSM보완
다사44254425,안양천공원,강변공원
다사67254675,올림픽공원,기타공원
다사55505625,(북한산,도시자연공원
다사48504375,보라매,근린공원
다사51005675,(북한산,도시자연공원
다사58755800,오동<시공원>,근린공원
다사59504925,서울숲,기타공원
다사47005400,봉산<시공원>,도시자연공원
다사53754100,관악산<시공원>,도시자연공원
다사51754175,관악산<시공원>,도시자연공원
다사61255325,배봉산<시공원>,근린공원
다사50254050,관악산<시공원>,도시자연공원
다사51505300,안산<시공원>,도시자연공원
다사42754900,봉제산<시공원>,근린공원
다사39755375,꿩고개<시공원>,근린공원
다사41505275,궁산<시공원>,근린공원
다사51004000,관악산<시공원>,도시자연공원
다사56505275,낙산,근린공원
다사47255625,봉산<시공원>,도시자연공원
다사57503625,서울대공원,근린공원
다사56505300,낙산,근린공원
다사48504825,여의도지구,강변공원
다사56753625,서울대공원,근린공원
다사66004675,올림픽공원,기타공원
다사64006300,불암산<시공원>,도시자연공원
다사59004900,서울숲,기타공원
다사57755475,개운산<시공원>,근린공원
다사59004975,서울숲,기타공원
다사55504575,잠원지구,강변공원
다사42754525,고척<시공원>,근린공원
다사55755075,남산,도시자연공원
다사45505300,상암<시공원>,근린공원
다사51004075,관악산<시공원>,도시자연공원
다사60003800,청계산<시공원>,도시자연공원
다사44005275,난지지구,강변공원
다사62756150,불암산<시공원>,도시자연공원
다사65255550,용마<시공원>,도시자연공원
다사45755150,월드컵,근린공원
다사49754000,관악산<시공원>,도시자연공원
다사52754225,까치산<시공원>,근린공원
다사53004050,관악산<시공원>,도시자연공원
다사59255825,오동<시공원>,근린공원
다사67004700,올림픽공원,기타공원
다사57005025,응봉공원,OSM보완
다사53004650,이촌지구,강변공원
다사60006550,서울창포원,OSM보완
다사56504900,남산,도시자연공원
다사59255725,(오동,근린공원
다사58754950,서울숲,기타공원
다사49254525,노량진<시공원>,근린공원
다사56254125,우면산<시공원>,도시자연공원
다사54504525,잠원지구,강변공원
다사61004100,대모산<시공원>,도시자연공원
다사64006250,불암산<시공원>,도시자연공원
다사63506425,수락산<시공원>,도시자연공원
다사54754125,우면산<시공원>,도시자연공원
다사53755525,삼청<시공원>,근린공원
다사51004050,관악산<시공원>,도시자연공원
다사62755975,불암산<시공원>,도시자연공원
다사60755625,청량<시공원>,근린공원
다사70255000,명일<시공원>,근린공원
다사58255900,오동<시공원>,근린공원
다사51504750,이촌지구,강변공원
다사63006000,불암산<시공원>,도시자연공원
다사70255125,동명,근린공원
다사54255050,남산,도시자연공원
다사63505650,봉화산<시공원>,근린공원
다사49505400,백련<시공원>,근린공원
다사52005275,독립,근린공원
다사59755900,초안산<시공원>,근린공원
다사49504500,노량진<시공원>,근린공원
다사57753750,서울대공원,근린공원
다사63256125,불암산<시공원>,도시자연공원
다사47254875,양화지구,강변공원
다사61756325,수락산<시공원>,도시자연공원
다사60754625,봉은,근린공원
다사48754400,보라매,근린공원
다사47755475,신사근린공원,근린공원
다사45004975,목동,근린공원
다사62003900,인능산2<시공원>,도시자연공원
다사51505250,안산<시공원>,도시자연공원
다사44754575,안양천공원,강변공원
다사51254150,관악산<시공원>,도시자연공원
다사64504700,광나루지구,강변공원
다사65254300,탄천,마을마당
다사45755200,월드컵,근린공원
다사55005100,남산,도시자연공원
다사63005000,어린이대공원,근린공원
다사44005300,월드컵,근린공원
다사40004275,푸른수목원,근린공원
다사44504525,안양천공원,강변공원
다사61506500,수락산<시공원>,도시자연공원
다사54255600,북한산<시공원>,도시자연공원
다사63006525,수락산<시공원>,도시자연공원
다사62255600,중랑천_1,근린공원
다사44504225,안양천공원_2,강변공원
다사42504575,계남<시공원>,근린공원
다사45255300,월드컵,근린공원
다사51003975,관악산<시공원>,도시자연공원
다사51504375,상도<시공원>,근린공원
다사63504650,광나루지구,강변공원
다사53004100,관악산<시공원>,도시자연공원
다사59505450,홍릉<시공원>,근린공원
다사60256050,초안산<시공원>,근린공원
다사55004975,남산,도시자연공원
다사58754900,서울숲,기타공원
다사51004125,관악산<시공원>,도시자연공원
다사39005375,방화,근린공원
다사52505375,인왕산<시공원>,도시자연공원
다사42004600,계남<시공원>,근린공원
다사50754125,관악산<시공원>,도시자연공원
다사67254375,개농,근린공원
다사50504375,상도<시공원>,근린공원
다사59254900,서울숲,기타공원
다사43004575,계남<시공원>,근린공원
다사45755300,상암<시공원>,근린공원
다사50255600,(북한산,도시자연공원
다사67754500,성내천,강변공원
다사49505025,와우근린공원,OSM보완
다사40754775,서서울호수,문화공원
다사49505775,불광<시공원>,근린공원
다사64754475,백제초기적석총,근린공원
다사48254025,관악산<시공원>,도시자연공원
다사58504125,시민의숲,근린공원
다사44505275,월드컵,근린공원
다사62756425,수락산<시공원>,도시자연공원
다사49753850,관악산<시공원>,도시자연공원
다사49254100,관악산<시공원>,도시자연공원
다사44005100,염창<시공원>,근린공원
다사44504900,용왕산<시공원>,근린공원
다사41005175,서울식물원,OSM보완
다사60505625,청량<시공원>,근린공원
다사57253650,서울대공원,근린공원
다사45755225,월드컵,근린공원
다사54755450,와룡<시공원>,근린공원
다사47255525,봉산<시공원>,도시자연공원
다사60255050,중랑천,강변공원
다사64004975,구의야구공원,근린공원
다사44255275,월드컵,근린공원
다사43004625,신트리,근린공원
다사50504050,관악산<시공원>,도시자연공원
다사44255100,염창<시공원>,근린공원
다사58754725,도산,근린공원
다사46255100,망원지구,강변공원
다사44005125,황금내,근린공원
다사51005300,안산<시공원>,도시자연공원
다사51755300,독립,근린공원
다사54004625,이촌지구,강변공원
다사43004975,봉제산<시공원>,근린공원
다사42754575,계남<시공원>,근린공원
다사52254100,관악산<시공원>,도시자연공원
다사62005100,중랑천,강변공원
다사69755000,명일<시공원>,근린공원
다사45005250,월드컵,근린공원
다사60003725,청계산<시공원>,도시자연공원
다사63254975,어린이대공원,근린공원
다사55755600,(북한산,도시자연공원
다사70505100,동명,근린공원
다사59005875,오동<시공원>,근린공원
다사60256325,상계,근린공원
다사63005025,어린이대공원,근린공원
다사45004950,용왕산<시공원>,근린공원
다사49505375,백련<시공원>,근린공원
다사69005075,까치,근린공원
다사60504175,달터<시공원>,근린공원
다사44504275,금천한내(안양천,강변공원
다사60003750,청계산<시공원>,도시자연공원
다사51505600,(북한산,도시자연공원
다사65754650,올림픽공원,기타공원
다사69005025,원터,근린공원
다사56756150,솔밭,근린공원
다사60254550,선·정릉,근린공원
다사45505325,상암<시공원>,근린공원
다사50255625,(북한산,도시자연공원
다사50255350,안산<시공원>,도시자연공원
다사48254150,관악산<시공원>,도시자연공원
다사58754925,서울숲,기타공원
다사61004300,달터<시공원>,근린공원
다사48004050,관악산<시공원>,도시자연공원
다사67754275,장지<시공원>,근린공원
다사64755325,용마<시공원>,도시자연공원
다사44254325,안양천공원_1,강변공원
다사69504450,천마<시공원>,근린공원
다사56255500,성북<시공원>,근린공원
다사63755625,봉화산<시공원>,근린공원
다사43254925,봉제산<시공원>,근린공원
다사66254625,올림픽공원,기타공원
다사68004350,장지<시공원>,근린공원
다사59255650,(오동,근린공원
다사60005925,초안산<시공원>,근린공원
다사52505400,인왕산<시공원>,도시자연공원
다사59005025,중랑천,강변공원
다사49505750,불광<시공원>,근린공원
다사47255550,봉산<시공원>,도시자연공원
다사49755375,백련<시공원>,근린공원
다사63256050,불암산<시공원>,도시자연공원
다사52504675,이촌지구,강변공원
다사52505425,인왕산<시공원>,도시자연공원
다사54254625,이촌지구,강변공원
다사55255050,남산,도시자연공원
다사56254625,잠원지구,강변공원
다사52004125,관악산<시공원>,도시자연공원
다사47255450,봉산<시공원>,도시자연공원
다사63756400,수락산<시공원>,도시자연공원
다사64255000,아차산배수지공원,근린공원
다사51255275,안산<시공원>,도시자연공원
다사49004025,관악산<시공원>,도시자연공원
다사48754375,보라매,근린공원
다사50755575,(북한산,도시자연공원
다사50505700,(북한산,도시자연공원
다사50003875,관악산<시공원>,도시자연공원
다사53005600,북한산<시공원>,도시자연공원
다사57255325,숭인,근린공원
다사59755825,오동<시공원>,근린공원
다사50505675,(북한산,도시자연공원
다사52255325,인왕산<시공원>,도시자연공원
다사54005475,삼청<시공원>,근린공원
다사50754075,관악산<시공원>,도시자연공원
다사42504950,봉제산<시공원>,근린공원
다사55255025,남산,도시자연공원
다사61255275,답십리<시공원>,근린공원
다사61005600,청량<시공원>,근린공원
다사50503975,관악산<시공원>,도시자연공원
다사62755000,어린이대공원,근린공원
다사68504300,장지<시공원>,근린공원
다사60004350,도곡근린공원,OSM보완
다사49755475,백련<시공원>,근린공원
다사59505675,(오동,근린공원
다사50753975,관악산<시공원>,도시자연공원
다사50755675,(북한산,도시자연공원
다사50754175,관악산<시공원>,도시자연공원
다사57754925,뚝섬지구,강변공원
다사59505475,(청량,근린공원
다사51505625,(북한산,도시자연공원
다사52005325,인왕산<시공원>,도시자연공원
다사51504125,관악산<시공원>,도시자연공원
다사55505475,와룡<시공원>,근린공원
다사51255625,(북한산,도시자연공원
다사60005575,청량<시공원>,근린공원
다사52504250,까치산<시공원>,근린공원
다사69755100,방죽,근린공원
다사58004200,우면산<시공원>,도시자연공원
다사61253825,인능산1<시공원>,도시자연공원
다사54255475,삼청<시공원>,근린공원
다사62503950,인능산2<시공원>,도시자연공원
다사51254175,관악산<시공원>,도시자연공원
다사57003750,서울대공원,근린공원
다사54754525,잠원지구,강변공원
다사58755825,오동<시공원>,근린공원
다사55505000,남산,도시자연공원
다사62505000,어린이대공원,근린공원
다사70255025,명일<시공원>,근린공원
다사52754275,까치산<시공원>,근린공원
다사54255525,(북한산,도시자연공원
다사54505550,(북한산,도시자연공원
다사53505500,삼청<시공원>,근린공원
다사58005550,개운산<시공원>,근린공원
다사53754125,관악산<시공원>,도시자연공원
다사53504075,관악산<시공원>,도시자연공원
다사52255500,인왕산<시공원>,도시자연공원
다사52754000,관악산<시공원>,도시자연공원
다사52755400,인왕산<시공원>,도시자연공원
다사55754300,서리풀<시공원>,근린공원
다사55505050,남산,도시자연공원
다사55004950,남산,도시자연공원
다사63756375,불암산<시공원>,도시자연공원
다사57754250,우면산<시공원>,도시자연공원
다사55254950,남산,도시자연공원
다사61754250,개포,근린공원
다사54504975,남산,도시자연공원
다사59254950,서울숲,기타공원
다사64005675,봉화산<시공원>,근린공원
다사56754175,우면산<시공원>,도시자연공원
다사55004150,우면산<시공원>,도시자연공원
다사52755450,인왕산<시공원>,도시자연공원
다사45754050,금천한내(안양천,강변공원
다사65505600,중랑캠핑숲,OSM보완
다사56504650,잠원지구,강변공원
다사57503550,서울대공원,근린공원
다사55505025,남산,도시자연공원
다사59005900,오동<시공원>,근린공원
다사55505600,(북한산,도시자연공원
다사62503925,인능산2<시공원>,도시자연공원
다사62756250,불암산<시공원>,도시자연공원
다사59505525,청량<시공원>,근린공원
다사55255650,(북한산,도시자연공원
다사57003775,서울대공원,근린공원
다사56005000,남산,도시자연공원
다사59253925,청계산<시공원>,도시자연공원
다사55755725,(북한산,도시자연공원
다사56504125,우면산<시공원>,도시자연공원
다사52755425,인왕산<시공원>,도시자연공원
다사59505850,오동<시공원>,근린공원
다사59504875,서울숲,기타공원
다사59755675,(오동,근린공원
다사62753975,인능산2<시공원>,도시자연공원
다사48754075,관악산<시공원>,도시자연공원
다사66004925,광나루지구,강변공원
다사57756175,쌍문<시공원>,근린공원
다사58256150,쌍문<시공원>,근린공원
다사60755025,중랑천,강변공원
다사62005650,중랑천공원_1,강변공원
다사56005600,(북한산,도시자연공원
다사67754250,장지<시공원>,근린공원
다사63254750,뚝섬지구,강변공원
다사59754350,도곡근린공원,OSM보완
다사59755450,홍릉<시공원>,근린공원
다사63756500,수락산<시공원>,도시자연공원
다사62005700,중랑천공원_1,강변공원
다사59504325,도곡근린공원,OSM보완
다사65505625,중랑캠핑숲,OSM보완
다사61753750,인능산1<시공원>,도시자연공원
다사63005650,봉화산<시공원>,근린공원
다사62005475,중랑천변,강변공원
다사59753800,청계산<시공원>,도시자연공원
다사61756500,수락산<시공원>,도시자연공원
다사64003975,인능산3<시공원>,도시자연공원
다사61006050,마들,근린공원
다사61506550,수락산<시공원>,도시자연공원
다사56255725,(북한산,도시자연공원
다사62253900,인능산2<시공원>,도시자연공원
다사62506325,수락산<시공원>,도시자연공원
다사63006375,수락산<시공원>,도시자연공원
다사65255375,용마<시공원>,도시자연공원
다사60755575,청량<시공원>,근린공원
