o_cell_id,o_cell_x,o_cell_y,역사명,호선
다사57005625,957125,1956375,정릉,우이신설선
다사57005700,957125,1957125,북한산보국문,우이신설선
다사57006025,957125,1960375,가오리,우이신설선
다사57006100,957125,1961125,4.19민주묘지,우이신설선
다사57254250,957375,1942625,남부터미널(예술의전당),3호선
다사57254275,957375,1942875,남부터미널(예술의전당),3호선
다사57254300,957375,1943125,남부터미널(예술의전당),3호선
다사57254375,957375,1943875,교대(법원.검찰청),2호선
다사57254400,957375,1944125,교대(법원.검찰청),2호선
다사57254650,957375,1946625,신사,3호선
다사57254675,957375,1946875,신사,3호선
다사57254700,957375,1947125,신사,3호선
다사57254900,957375,1949125,옥수,3호선
다사57255475,957375,1954875,성신여대입구(돈암),4호선
다사57255500,957375,1955125,성신여대입구(돈암),4호선
다사57255650,957375,1956625,정릉,우이신설선
다사57255700,957375,1957125,북한산보국문,우이신설선
다사57256025,957375,1960375,가오리,우이신설선
다사57504225,957625,1942375,남부터미널(예술의전당),3호선
다사57504275,957625,1942875,남부터미널(예술의전당),3호선
다사57504300,957625,1943125,남부터미널(예술의전당),3호선
다사57504375,957625,1943875,교대(법원.검찰청),2호선
다사57504675,957625,1946875,신사,3호선
다사57504700,957625,1947125,신사,3호선
다사57504725,957625,1947375,압구정,3호선
다사57504875,957625,1948875,옥수,3호선
다사57504900,957625,1949125,옥수,3호선
다사57505500,957625,1955125,성신여대입구(돈암),4호선
다사57505525,957625,1955375,성신여대입구(돈암),4호선
다사57505725,957625,1957375,삼양사거리,우이신설선
다사57506200,957625,1962125,솔밭공원,우이신설선
다사57754275,957875,1942875,남부터미널(예술의전당),3호선
다사57754300,957875,1943125,남부터미널(예술의전당),3호선
다사57754325,957875,1943375,남부터미널(예술의전당),3호선
다사57754675,957875,1946875,신사,3호선
다사57754725,957875,1947375,압구정,3호선
다사57754750,957875,1947625,압구정,3호선
다사57754775,957875,1947875,압구정,3호선
다사57754975,957875,1949875,금호,3호선
다사57755500,957875,1955125,성신여대입구(돈암),4호선
다사57755550,957875,1955625,길음,4호선
다사57755575,957875,1955875,길음,4호선
다사57755600,957875,1956125,길음,4호선
다사57755625,957875,1956375,길음,4호선
다사57755650,957875,1956625,길음,4호선
다사57755700,957875,1957125,미아사거리,4호선
다사57755775,957875,1957875,삼양사거리,우이신설선
다사57756075,957875,1960875,가오리,우이신설선
다사57756100,957875,1961125,4.19민주묘지,우이신설선
다사57756125,957875,1961375,4.19민주묘지,우이신설선
다사58004275,958125,1942875,양재(서초구청),3호선
다사58004300,958125,1943125,양재(서초구청),3호선
다사58004350,958125,1943625,강남,2호선
다사58004375,958125,1943875,강남,2호선
다사58004400,958125,1944125,강남,2호선
다사58004700,958125,1947125,압구정,3호선
다사58004725,958125,1947375,압구정,3호선
다사58004750,958125,1947625,압구정,3호선
다사58004775,958125,1947875,압구정,3호선
다사58004800,958125,1948125,압구정,3호선
다사58004825,958125,1948375,압구정,3호선
다사58005250,958125,1952625,신설동,1호선
다사58005275,958125,1952875,신설동,1호선
다사58005300,958125,1953125,신설동,1호선
다사58005575,958125,1955875,길음,4호선
다사58005600,958125,1956125,길음,4호선
다사58005625,958125,1956375,길음,4호선
다사58005700,958125,1957125,미아사거리,4호선
다사58005725,958125,1957375,미아사거리,4호선
다사58006050,958125,1960625,수유(강북구청),4호선
다사58254275,958375,1942875,양재(서초구청),3호선
다사58254300,958375,1943125,양재(서초구청),3호선
다사58254325,958375,1943375,양재(서초구청),3호선
다사58254350,958375,1943625,강남,2호선
다사58254375,958375,1943875,강남,2호선
다사58254400,958375,1944125,강남,2호선
다사58254650,958375,1946625,학동,7호선
다사58254700,958375,1947125,압구정,3호선
다사58254725,958375,1947375,압구정,3호선
다사58254750,958375,1947625,압구정,3호선
다사58254775,958375,1947875,압구정,3호선
다사58254800,958375,1948125,압구정,3호선
다사58254825,958375,1948375,압구정,3호선
다사58254975,958375,1949875,응봉,경원선
다사58255000,958375,1950125,응봉,경원선
다사58255175,958375,1951875,상왕십리,2호선
다사58255200,958375,1952125,상왕십리,2호선
다사58255250,958375,1952625,신설동,1호선
다사58255375,958375,1953875,안암(고대병원앞),6호선
다사58255400,958375,1954125,안암(고대병원앞),6호선
다사58255550,958375,1955625,길음,4호선
다사58255575,958375,1955875,길음,4호선
다사58255600,958375,1956125,길음,4호선
다사58255625,958375,1956375,길음,4호선
다사58255675,958375,1956875,미아사거리,4호선
다사58255700,958375,1957125,미아사거리,4호선
다사58255725,958375,1957375,미아사거리,4호선
다사58255750,958375,1957625,미아사거리,4호선
다사58255850,958375,1958625,미아(서울사이버대학),4호선
다사58255875,958375,1958875,미아(서울사이버대학),4호선
다사58255950,958375,1959625,수유(강북구청),4호선
다사58255975,958375,1959875,수유(강북구청),4호선
다사58256000,958375,1960125,수유(강북구청),4호선
다사58256025,958375,1960375,수유(강북구청),4호선
다사58256075,958375,1960875,쌍문,4호선
다사58256100,958375,1961125,쌍문,4호선
다사58256125,958375,1961375,쌍문,4호선
다사58504150,958625,1941625,양재시민의숲(매헌),신분당선
다사58504275,958625,1942875,양재(서초구청),3호선
다사58504300,958625,1943125,양재(서초구청),3호선
다사58504325,958625,1943375,양재(서초구청),3호선
다사58504350,958625,1943625,양재(서초구청),3호선
다사58504375,958625,1943875,강남,2호선
다사58504625,958625,1946375,학동,7호선
다사58504650,958625,1946625,학동,7호선
다사58504675,958625,1946875,학동,7호선
다사58504700,958625,1947125,압구정,3호선
다사58504725,958625,1947375,압구정,3호선
다사58504775,958625,1947875,압구정,3호선
다사58504800,958625,1948125,압구정,3호선
다사58504975,958625,1949875,응봉,경원선
다사58505000,958625,1950125,응봉,경원선
다사58505200,958625,1952125,상왕십리,2호선
다사58505500,958625,1955125,고려대(종암),6호선
다사58505550,958625,1955625,길음,4호선
다사58505575,958625,1955875,길음,4호선
다사58505600,958625,1956125,길음,4호선
다사58505625,958625,1956375,길음,4호선
다사58505675,958625,1956875,미아사거리,4호선
다사58505700,958625,1957125,미아사거리,4호선
다사58505725,958625,1957375,미아사거리,4호선
다사58505750,958625,1957625,미아사거리,4호선
다사58505775,958625,1957875,미아사거리,4호선
다사58505800,958625,1958125,미아(서울사이버대학),4호선
다사58505825,958625,1958375,미아(서울사이버대학),4호선
다사58505850,958625,1958625,미아(서울사이버대학),4호선
다사58505875,958625,1958875,미아(서울사이버대학),4호선
다사58505925,958625,1959375,수유(강북구청),4호선
다사58505950,958625,1959625,수유(강북구청),4호선
다사58505975,958625,1959875,수유(강북구청),4호선
다사58506000,958625,1960125,수유(강북구청),4호선
다사58506025,958625,1960375,수유(강북구청),4호선
다사58506050,958625,1960625,쌍문,4호선
다사58506075,958625,1960875,쌍문,4호선
다사58506100,958625,1961125,쌍문,4호선
다사58506125,958625,1961375,쌍문,4호선
다사58506150,958625,1961625,쌍문,4호선
다사58754050,958875,1940625,양재시민의숲(매헌),신분당선
다사58754075,958875,1940875,양재시민의숲(매헌),신분당선
다사58754100,958875,1941125,양재시민의숲(매헌),신분당선
다사58754200,958875,1942125,양재(서초구청),3호선
다사58754225,958875,1942375,양재(서초구청),3호선
다사58754275,958875,1942875,양재(서초구청),3호선
다사58754300,958875,1943125,양재(서초구청),3호선
다사58754325,958875,1943375,양재(서초구청),3호선
다사58754350,958875,1943625,양재(서초구청),3호선
다사58755000,958875,1950125,응봉,경원선
다사58755475,958875,1954875,고려대(종암),6호선
다사58755500,958875,1955125,고려대(종암),6호선
다사58755525,958875,1955375,고려대(종암),6호선
다사58755550,958875,1955625,월곡(동덕여대),6호선
다사58755575,958875,1955875,월곡(동덕여대),6호선
다사58755625,958875,1956375,월곡(동덕여대),6호선
다사58755675,958875,1956875,미아사거리,4호선
다사58755700,958875,1957125,미아사거리,4호선
다사58755725,958875,1957375,미아사거리,4호선
다사58755750,958875,1957625,미아사거리,4호선
다사58755775,958875,1957875,미아사거리,4호선
다사58755850,958875,1958625,미아(서울사이버대학),4호선
다사58755950,958875,1959625,수유(강북구청),4호선
다사58755975,958875,1959875,수유(강북구청),4호선
다사58756025,958875,1960375,쌍문,4호선
다사58756050,958875,1960625,쌍문,4호선
다사58756075,958875,1960875,쌍문,4호선
다사58756100,958875,1961125,쌍문,4호선
다사58756125,958875,1961375,쌍문,4호선
다사58756150,958875,1961625,쌍문,4호선
다사58756175,958875,1961875,쌍문,4호선
다사59004050,959125,1940625,양재시민의숲(매헌),신분당선
다사59004075,959125,1940875,양재시민의숲(매헌),신분당선
다사59004125,959125,1941375,양재시민의숲(매헌),신분당선
다사59004225,959125,1942375,양재(서초구청),3호선
다사59004250,959125,1942625,양재(서초구청),3호선
다사59004275,959125,1942875,양재(서초구청),3호선
다사59004300,959125,1943125,양재(서초구청),3호선
다사59004325,959125,1943375,양재(서초구청),3호선
다사59004350,959125,1943625,양재(서초구청),3호선
다사59004400,959125,1944125,역삼,2호선
다사59004425,959125,1944375,역삼,2호선
다사59004450,959125,1944625,역삼,2호선
다사59004675,959125,1946875,강남구청,7호선
다사59004725,959125,1947375,압구정로데오,분당선
다사59004775,959125,1947875,압구정로데오,분당선
다사59004800,959125,1948125,압구정로데오,분당선
다사59005450,959125,1954625,고려대(종암),6호선
다사59005475,959125,1954875,고려대(종암),6호선
다사59005500,959125,1955125,고려대(종암),6호선
다사59005550,959125,1955625,월곡(동덕여대),6호선
다사59005575,959125,1955875,월곡(동덕여대),6호선
다사59005600,959125,1956125,월곡(동덕여대),6호선
다사59005625,959125,1956375,월곡(동덕여대),6호선
다사59005675,959125,1956875,미아사거리,4호선
다사59005700,959125,1957125,미아사거리,4호선
다사59005725,959125,1957375,미아사거리,4호선
다사59006025,959125,1960375,쌍문,4호선
다사59006050,959125,1960625,쌍문,4호선
다사59006075,959125,1960875,쌍문,4호선
다사59006100,959125,1961125,쌍문,4호선
다사59006125,959125,1961375,쌍문,4호선
다사59006150,959125,1961625,쌍문,4호선
다사59006175,959125,1961875,쌍문,4호선
다사59006275,959125,1962875,방학,경원선
다사59006300,959125,1963125,방학,경원선
다사59006325,959125,1963375,방학,경원선
다사59254075,959375,1940875,양재시민의숲(매헌),신분당선
다사59254100,959375,1941125,양재시민의숲(매헌),신분당선
다사59254125,959375,1941375,양재시민의숲(매헌),신분당선
다사59254150,959375,1941625,양재시민의숲(매헌),신분당선
다사59254225,959375,1942375,양재(서초구청),3호선
다사59254350,959375,1943625,매봉,3호선
다사59254400,959375,1944125,역삼,2호선
다사59254425,959375,1944375,역삼,2호선
다사59254450,959375,1944625,역삼,2호선
다사59254650,959375,1946625,강남구청,7호선
다사59254725,959375,1947375,압구정로데오,분당선
다사59254750,959375,1947625,압구정로데오,분당선
다사59254775,959375,1947875,압구정로데오,분당선
다사59255425,959375,1954375,고려대(종암),6호선
다사59255450,959375,1954625,고려대(종암),6호선
다사59255475,959375,1954875,고려대(종암),6호선
다사59255500,959375,1955125,고려대(종암),6호선
다사59255550,959375,1955625,월곡(동덕여대),6호선
다사59255575,959375,1955875,월곡(동덕여대),6호선
다사59255600,959375,1956125,월곡(동덕여대),6호선
다사59256050,959375,1960625,쌍문,4호선
다사59256075,959375,1960875,쌍문,4호선
다사59256100,959375,1961125,쌍문,4호선
다사59256175,959375,1961875,창동,4호선
다사59256250,959375,1962625,방학,경원선
다사59256275,959375,1962875,방학,경원선
다사59256300,959375,1963125,방학,경원선
다사59256325,959375,1963375,방학,경원선
다사59256350,959375,1963625,방학,경원선
다사59256375,959375,1963875,방학,경원선
다사59256425,959375,1964375,도봉,경원선
다사59256450,959375,1964625,도봉,경원선
다사59256525,959375,1965375,도봉산,7호선
다사59504075,959625,1940875,양재시민의숲(매헌),신분당선
다사59504100,959625,1941125,양재시민의숲(매헌),신분당선
다사59504125,959625,1941375,양재시민의숲(매헌),신분당선
다사59504150,959625,1941625,양재시민의숲(매헌),신분당선
다사59504175,959625,1941875,양재시민의숲(매헌),신분당선
다사59504250,959625,1942625,매봉,3호선
다사59504275,959625,1942875,매봉,3호선
다사59504375,959625,1943875,매봉,3호선
다사59504425,959625,1944375,역삼,2호선
다사59504650,959625,1946625,강남구청,7호선
다사59504675,959625,1946875,강남구청,7호선
다사59504725,959625,1947375,압구정로데오,분당선
다사59504750,959625,1947625,압구정로데오,분당선
다사59504775,959625,1947875,압구정로데오,분당선
다사59504825,959625,1948375,압구정로데오,분당선
다사59505050,959625,1950625,한양대,2호선
다사59505375,959625,1953875,청량리(서울시립대입구),1호선
다사59505425,959625,1954375,고려대(종암),6호선
다사59505500,959625,1955125,고려대(종암),6호선
다사59505550,959625,1955625,월곡(동덕여대),6호선
다사59506075,959625,1960875,쌍문,4호선
다사59506150,959625,1961625,창동,4호선
다사59506175,959625,1961875,창동,4호선
다사59506200,959625,1962125,창동,4호선
다사59506250,959625,1962625,방학,경원선
다사59506275,959625,1962875,방학,경원선
다사59506300,959625,1963125,방학,경원선
다사59506325,959625,1963375,방학,경원선
다사59506350,959625,1963625,방학,경원선
다사59506400,959625,1964125,도봉,경원선
다사59506425,959625,1964375,도봉,경원선
다사59506450,959625,1964625,도봉,경원선
다사59506475,959625,1964875,도봉,경원선
다사59506525,959625,1965375,도봉산,7호선
다사59506550,959625,1965625,도봉산,7호선
다사59506575,959625,1965875,도봉산,7호선
다사59754100,959875,1941125,양재시민의숲(매헌),신분당선
다사59754125,959875,1941375,양재시민의숲(매헌),신분당선
다사59754150,959875,1941625,양재시민의숲(매헌),신분당선
다사59754275,959875,1942875,매봉,3호선
다사59754300,959875,1943125,매봉,3호선
다사59754325,959875,1943375,매봉,3호선
다사59754475,959875,1944875,선릉,2호선
다사59754725,959875,1947375,압구정로데오,분당선
다사59754750,959875,1947625,압구정로데오,분당선
다사59754775,959875,1947875,압구정로데오,분당선
다사59754875,959875,1948875,서울숲,분당선
다사59755325,959875,1953375,청량리(서울시립대입구),1호선
다사59755350,959875,1953625,청량리(서울시립대입구),1호선
다사59755375,959875,1953875,청량리(서울시립대입구),1호선
다사59755400,959875,1954125,청량리(서울시립대입구),1호선
다사59755550,959875,1955625,월곡(동덕여대),6호선
다사59755700,959875,1957125,상월곡(한국과학기술연구원),6호선
다사59756050,959875,1960625,녹천,경원선
다사59756125,959875,1961375,창동,4호선
다사59756150,959875,1961625,창동,4호선
다사59756175,959875,1961875,창동,4호선
다사59756200,959875,1962125,창동,4호선
다사59756225,959875,1962375,창동,4호선
다사59756250,959875,1962625,방학,경원선
다사59756275,959875,1962875,방학,경원선
다사59756300,959875,1963125,방학,경원선
다사59756325,959875,1963375,방학,경원선
다사59756350,959875,1963625,방학,경원선
다사59756400,959875,1964125,도봉,경원선
다사59756425,959875,1964375,도봉,경원선
다사59756450,959875,1964625,도봉,경원선
다사59756525,959875,1965375,도봉산,7호선
다사59756550,959875,1965625,도봉산,7호선
다사59756575,959875,1965875,도봉산,7호선
다사59756600,959875,1966125,도봉산,7호선
다사59756625,959875,1966375,도봉산,7호선
다사60004250,960125,1942625,매봉,3호선
다사60004275,960125,1942875,매봉,3호선
다사60004700,960125,1947125,청담,7호선
다사60004750,960125,1947625,압구정로데오,분당선
다사60004875,960125,1948875,서울숲,분당선
다사60005325,960125,1953375,청량리(서울시립대입구),1호선
다사60005350,960125,1953625,청량리(서울시립대입구),1호선
다사60005375,960125,1953875,청량리(서울시립대입구),1호선
다사60005400,960125,1954125,청량리(서울시립대입구),1호선
다사60006050,960125,1960625,녹천,경원선
다사60006150,960125,1961625,창동,4호선
다사60006175,960125,1961875,창동,4호선
다사60006200,960125,1962125,창동,4호선
다사60006225,960125,1962375,창동,4호선
다사60006250,960125,1962625,방학,경원선
다사60006300,960125,1963125,방학,경원선
다사60006325,960125,1963375,방학,경원선
다사60006350,960125,1963625,방학,경원선
다사60006525,960125,1965375,도봉산,7호선
다사60253900,960375,1939125,청계산입구,신분당선
다사60253925,960375,1939375,청계산입구,신분당선
다사60254250,960375,1942625,매봉,3호선
다사60254500,960375,1945125,선릉,2호선
다사60254675,960375,1946875,청담,7호선
다사60254700,960375,1947125,청담,7호선
다사60254725,960375,1947375,청담,7호선
다사60254875,960375,1948875,성수,2호선
다사60255275,960375,1952875,신답,2호선
다사60255300,960375,1953125,청량리(서울시립대입구),1호선
다사60255325,960375,1953375,청량리(서울시립대입구),1호선
다사60255350,960375,1953625,청량리(서울시립대입구),1호선
다사60255375,960375,1953875,청량리(서울시립대입구),1호선
다사60255400,960375,1954125,회기,중앙선
다사60255450,960375,1954625,회기,중앙선
다사60255475,960375,1954875,회기,중앙선
다사60255725,960375,1957375,돌곶이,6호선
다사60255900,960375,1959125,월계,경원선
다사60255925,960375,1959375,월계,경원선
다사60256150,960375,1961625,창동,4호선
다사60256175,960375,1961875,창동,4호선
다사60256200,960375,1962125,창동,4호선
다사60256350,960375,1963625,방학,경원선
다사60256375,960375,1963875,수락산,7호선
다사60256550,960375,1965625,도봉산,7호선
다사60256600,960375,1966125,도봉산,7호선
다사60503825,960625,1938375,청계산입구,신분당선
다사60503850,960625,1938625,청계산입구,신분당선
다사60503900,960625,1939125,청계산입구,신분당선
다사60503925,960625,1939375,청계산입구,신분당선
다사60504250,960625,1942625,구룡,분당선
다사60504500,960625,1945125,선릉,2호선
다사60504675,960625,1946875,청담,7호선
다사60504700,960625,1947125,청담,7호선
다사60504725,960625,1947375,청담,7호선
다사60504875,960625,1948875,성수,2호선
다사60504900,960625,1949125,성수,2호선
다사60505025,960625,1950375,뚝섬,2호선
다사60505075,960625,1950875,용답,2호선
다사60505375,960625,1953875,회기,중앙선
다사60505400,960625,1954125,회기,중앙선
다사60505425,960625,1954375,회기,중앙선
다사60505450,960625,1954625,회기,중앙선
다사60505475,960625,1954875,회기,중앙선
다사60505500,960625,1955125,회기,중앙선
다사60505700,960625,1957125,돌곶이,6호선
다사60505725,960625,1957375,돌곶이,6호선
다사60505750,960625,1957625,돌곶이,6호선
다사60505800,960625,1958125,광운대,경원선
다사60505825,960625,1958375,광운대,경원선
다사60505875,960625,1958875,월계,경원선
다사60506025,960625,1960375,녹천,경원선
다사60506075,960625,1960875,녹천,경원선
다사60506250,960625,1962625,마들,7호선
다사60506275,960625,1962875,마들,7호선
다사60506300,960625,1963125,마들,7호선
다사60506325,960625,1963375,마들,7호선
다사60506375,960625,1963875,수락산,7호선
다사60506400,960625,1964125,수락산,7호선
다사60506525,960625,1965375,도봉산,7호선
다사60506575,960625,1965875,도봉산,7호선
다사60753800,960875,1938125,청계산입구,신분당선
다사60753825,960875,1938375,청계산입구,신분당선
다사60753850,960875,1938625,청계산입구,신분당선
다사60753875,960875,1938875,청계산입구,신분당선
다사60754225,960875,1942375,구룡,분당선
다사60754250,960875,1942625,구룡,분당선
다사60754450,960875,1944625,한티,분당선
다사60754475,960875,1944875,한티,분당선
다사60754500,960875,1945125,삼성(무역센터),2호선
다사60754700,960875,1947125,청담,7호선
다사60754875,960875,1948875,성수,2호선
다사60754900,960875,1949125,성수,2호선
다사60754950,960875,1949625,성수,2호선
다사60754975,960875,1949875,성수,2호선
다사60755200,960875,1952125,답십리,5호선
다사60755225,960875,1952375,답십리,5호선
다사60755250,960875,1952625,답십리,5호선
다사60755375,960875,1953875,회기,중앙선
다사60755425,960875,1954375,회기,중앙선
다사60755450,960875,1954625,회기,중앙선
다사60755525,960875,1955375,외대앞,경원선
다사60755550,960875,1955625,외대앞,경원선
다사60755675,960875,1956875,돌곶이,6호선
다사60755700,960875,1957125,돌곶이,6호선
다사60755750,960875,1957625,돌곶이,6호선
다사60755775,960875,1957875,광운대,경원선
다사60755800,960875,1958125,광운대,경원선
다사60755825,960875,1958375,광운대,경원선
다사60755900,960875,1959125,월계,경원선
다사60755925,960875,1959375,월계,경원선
다사60756125,960875,1961375,노원,7호선
다사60756150,960875,1961625,노원,7호선
다사60756250,960875,1962625,마들,7호선
다사60756275,960875,1962875,마들,7호선
다사60756300,960875,1963125,마들,7호선
다사60756325,960875,1963375,마들,7호선
다사60756375,960875,1963875,수락산,7호선
다사60756400,960875,1964125,수락산,7호선
다사60756425,960875,1964375,수락산,7호선
다사60756450,960875,1964625,수락산,7호선
다사60756500,960875,1965125,수락산,7호선
다사61003925,961125,1939375,청계산입구,신분당선
다사61004225,961125,1942375,구룡,분당선
다사61004250,961125,1942625,구룡,분당선
다사61004475,961125,1944875,삼성(무역센터),2호선
다사61004500,961125,1945125,삼성(무역센터),2호선
다사61004525,961125,1945375,삼성(무역센터),2호선
다사61004700,961125,1947125,청담,7호선
다사61004825,961125,1948375,뚝섬유원지,7호선
다사61004850,961125,1948625,뚝섬유원지,7호선
다사61004875,961125,1948875,성수,2호선
다사61004900,961125,1949125,성수,2호선
다사61004925,961125,1949375,성수,2호선
다사61004950,961125,1949625,성수,2호선
다사61004975,961125,1949875,성수,2호선
다사61005200,961125,1952125,답십리,5호선
다사61005225,961125,1952375,답십리,5호선
다사61005375,961125,1953875,회기,중앙선
다사61005400,961125,1954125,회기,중앙선
다사61005425,961125,1954375,회기,중앙선
다사61005525,961125,1955375,외대앞,경원선
다사61005625,961125,1956375,돌곶이,6호선
다사61005650,961125,1956625,돌곶이,6호선
다사61005800,961125,1958125,광운대,경원선
다사61005825,961125,1958375,광운대,경원선
다사61005900,961125,1959125,월계,경원선
다사61005925,961125,1959375,월계,경원선
다사61006125,961125,1961375,노원,7호선
다사61006150,961125,1961625,노원,7호선
다사61006175,961125,1961875,노원,7호선
다사61006200,961125,1962125,노원,7호선
다사61006250,961125,1962625,마들,7호선
다사61006275,961125,1962875,마들,7호선
다사61006300,961125,1963125,마들,7호선
다사61006325,961125,1963375,마들,7호선
다사61006375,961125,1963875,수락산,7호선
다사61006400,961125,1964125,수락산,7호선
다사61253900,961375,1939125,청계산입구,신분당선
다사61254250,961375,1942625,구룡,분당선
다사61254475,961375,1944875,삼성(무역센터),2호선
다사61254500,961375,1945125,삼성(무역센터),2호선
다사61254525,961375,1945375,삼성(무역센터),2호선
다사61254650,961375,1946625,봉은사,9호선(연장)
다사61254675,961375,1946875,봉은사,9호선(연장)
다사61254825,961375,1948375,뚝섬유원지,7호선
다사61254850,961375,1948625,뚝섬유원지,7호선
다사61254875,961375,1948875,건대입구,7호선
다사61254950,961375,1949625,성수,2호선
다사61254975,961375,1949875,성수,2호선
다사61255100,961375,1951125,장한평,5호선
다사61255125,961375,1951375,장한평,5호선
다사61255150,961375,1951625,장한평,5호선
다사61255175,961375,1951875,장한평,5호선
다사61255200,961375,1952125,장한평,5호선
다사61255400,961375,1954125,회기,중앙선
다사61255425,961375,1954375,회기,중앙선
다사61255600,961375,1956125,신이문,경원선
다사61255800,961375,1958125,광운대,경원선
다사61255825,961375,1958375,광운대,경원선
다사61255850,961375,1958625,광운대,경원선
다사61256025,961375,1960375,중계,7호선
다사61256050,961375,1960625,중계,7호선
다사61256075,961375,1960875,중계,7호선
다사61256150,961375,1961625,노원,7호선
다사61256175,961375,1961875,노원,7호선
다사61256200,961375,1962125,노원,7호선
다사61256250,961375,1962625,마들,7호선
다사61256275,961375,1962875,마들,7호선
다사61256300,961375,1963125,마들,7호선
다사61256325,961375,1963375,마들,7호선
다사61504250,961625,1942625,개포동,분당선
다사61504500,961625,1945125,삼성(무역센터),2호선
다사61504525,961625,1945375,삼성(무역센터),2호선
다사61504625,961625,1946375,봉은사,9호선(연장)
다사61504725,961625,1947375,뚝섬유원지,7호선
다사61504775,961625,1947875,뚝섬유원지,7호선
다사61504800,961625,1948125,뚝섬유원지,7호선
다사61504825,961625,1948375,뚝섬유원지,7호선
다사61504900,961625,1949125,건대입구,7호선
다사61504925,961625,1949375,건대입구,7호선
다사61504950,961625,1949625,건대입구,7호선
다사61505100,961625,1951125,장한평,5호선
다사61505125,961625,1951375,장한평,5호선
다사61505150,961625,1951625,장한평,5호선
다사61505175,961625,1951875,장한평,5호선
다사61505200,961625,1952125,장한평,5호선
다사61505425,961625,1954375,회기,중앙선
다사61505500,961625,1955125,외대앞,경원선
다사61505600,961625,1956125,신이문,경원선
다사61505625,961625,1956375,신이문,경원선
다사61505700,961625,1957125,석계,6호선
다사61505725,961625,1957375,석계,6호선
다사61506050,961625,1960625,중계,7호선
다사61506075,961625,1960875,중계,7호선
다사61506150,961625,1961625,노원,7호선
다사61506175,961625,1961875,노원,7호선
다사61506200,961625,1962125,노원,7호선
다사61506275,961625,1962875,마들,7호선
다사61506300,961625,1963125,마들,7호선
다사61754275,961875,1942875,개포동,분당선
다사61754475,961875,1944875,학여울,3호선
다사61754800,961875,1948125,뚝섬유원지,7호선
다사61754900,961875,1949125,건대입구,7호선
다사61755000,961875,1950125,어린이대공원(세종대),7호선
다사61755025,961875,1950375,어린이대공원(세종대),7호선
다사61755100,961875,1951125,장한평,5호선
다사61755125,961875,1951375,장한평,5호선
다사61755150,961875,1951625,장한평,5호선
다사61755175,961875,1951875,장한평,5호선
다사61755200,961875,1952125,장한평,5호선
다사61755450,961875,1954625,외대앞,경원선
다사61755600,961875,1956125,신이문,경원선
다사61755625,961875,1956375,신이문,경원선
다사61755675,961875,1956875,석계,6호선
다사61755700,961875,1957125,석계,6호선
다사61755925,961875,1959375,하계,7호선
다사61755950,961875,1959625,하계,7호선
다사61755975,961875,1959875,하계,7호선
다사61756050,961875,1960625,중계,7호선
다사61756075,961875,1960875,중계,7호선
다사61756100,961875,1961125,중계,7호선
다사61756150,961875,1961625,노원,7호선
다사61756225,961875,1962375,상계,4호선
다사61756250,961875,1962625,상계,4호선
다사61756275,961875,1962875,상계,4호선
다사62004450,962125,1944625,학여울,3호선
다사62004600,962125,1946125,종합운동장,9호선(연장)
다사62004800,962125,1948125,뚝섬유원지,7호선
다사62004875,962125,1948875,건대입구,7호선
