o_cell_id,o_cell_x,o_cell_y,역사명,호선
다사57006250,957125,1962625,북한산우이,우이신설선
다사57254325,957375,1943375,남부터미널(예술의전당),3호선
다사57254350,957375,1943625,교대(법원.검찰청),2호선
다사57254425,957375,1944375,교대(법원.검찰청),2호선
다사57254450,957375,1944625,사평,9호선
다사57254475,957375,1944875,사평,9호선
다사57254500,957375,1945125,사평,9호선
다사57254550,957375,1945625,논현,7호선
다사57254575,957375,1945875,논현,7호선
다사57254600,957375,1946125,신사,3호선
다사57254625,957375,1946375,신사,3호선
다사57254975,957375,1949875,금호,3호선
다사57255000,957375,1950125,금호,3호선
다사57255050,957375,1950625,신금호,5호선
다사57255075,957375,1950875,신금호,5호선
다사57255100,957375,1951125,청구,6호선
다사57255125,957375,1951375,청구,6호선
다사57255150,957375,1951625,신당,2호선
다사57255175,957375,1951875,신당,2호선
다사57255200,957375,1952125,신당,2호선
다사57255225,957375,1952375,동묘앞,1호선
다사57255250,957375,1952625,동묘앞,1호선
다사57255275,957375,1952875,동묘앞,1호선
다사57255350,957375,1953625,창신,6호선
다사57255375,957375,1953875,보문,6호선
다사57255400,957375,1954125,보문,6호선
다사57255425,957375,1954375,보문,6호선
다사57255525,957375,1955375,성신여대입구(돈암),4호선
다사57255575,957375,1955875,정릉,우이신설선
다사57255600,957375,1956125,정릉,우이신설선
다사57255625,957375,1956375,정릉,우이신설선
다사57255750,957375,1957625,솔샘,우이신설선
다사57255775,957375,1957875,솔샘,우이신설선
다사57255800,957375,1958125,삼양사거리,우이신설선
다사57255825,957375,1958375,삼양,우이신설선
다사57255850,957375,1958625,삼양,우이신설선
다사57255875,957375,1958875,삼양,우이신설선
다사57255900,957375,1959125,화계,우이신설선
다사57255925,957375,1959375,화계,우이신설선
다사57255950,957375,1959625,화계,우이신설선
다사57255975,957375,1959875,화계,우이신설선
다사57256000,957375,1960125,가오리,우이신설선
다사57256050,957375,1960625,가오리,우이신설선
다사57256075,957375,1960875,4.19민주묘지,우이신설선
다사57256150,957375,1961625,솔밭공원,우이신설선
다사57256175,957375,1961875,솔밭공원,우이신설선
다사57256200,957375,1962125,솔밭공원,우이신설선
다사57256225,957375,1962375,북한산우이,우이신설선
다사57504325,957625,1943375,남부터미널(예술의전당),3호선
다사57504350,957625,1943625,교대(법원.검찰청),2호선
다사57504400,957625,1944125,교대(법원.검찰청),2호선
다사57504425,957625,1944375,강남,2호선
다사57504450,957625,1944625,신논현,9호선
다사57504475,957625,1944875,신논현,9호선
다사57504500,957625,1945125,신논현,9호선
다사57504525,957625,1945375,신논현,9호선
다사57504550,957625,1945625,논현,7호선
다사57504575,957625,1945875,논현,7호선
다사57504600,957625,1946125,논현,7호선
다사57504625,957625,1946375,신사,3호선
다사57504650,957625,1946625,신사,3호선
다사57504925,957625,1949375,옥수,3호선
다사57504950,957625,1949625,옥수,3호선
다사57504975,957625,1949875,금호,3호선
다사57505000,957625,1950125,금호,3호선
다사57505025,957625,1950375,신금호,5호선
다사57505050,957625,1950625,신금호,5호선
다사57505100,957625,1951125,신금호,5호선
다사57505125,957625,1951375,신당,2호선
다사57505150,957625,1951625,신당,2호선
다사57505175,957625,1951875,신당,2호선
다사57505200,957625,1952125,신당,2호선
다사57505225,957625,1952375,신당,2호선
다사57505275,957625,1952875,동묘앞,1호선
다사57505300,957625,1953125,신설동,1호선
다사57505325,957625,1953375,창신,6호선
다사57505350,957625,1953625,창신,6호선
다사57505375,957625,1953875,보문,6호선
다사57505400,957625,1954125,보문,6호선
다사57505425,957625,1954375,보문,6호선
다사57505450,957625,1954625,성신여대입구(돈암),4호선
다사57505475,957625,1954875,성신여대입구(돈암),4호선
다사57505550,957625,1955625,길음,4호선
다사57505575,957625,1955875,길음,4호선
다사57505600,957625,1956125,길음,4호선
다사57505625,957625,1956375,길음,4호선
다사57505650,957625,1956625,길음,4호선
다사57505750,957625,1957625,삼양사거리,우이신설선
다사57505775,957625,1957875,삼양사거리,우이신설선
다사57505800,957625,1958125,삼양사거리,우이신설선
다사57505825,957625,1958375,삼양사거리,우이신설선
다사57505850,957625,1958625,삼양,우이신설선
다사57505875,957625,1958875,삼양,우이신설선
다사57505900,957625,1959125,삼양,우이신설선
다사57505925,957625,1959375,화계,우이신설선
다사57505950,957625,1959625,화계,우이신설선
다사57505975,957625,1959875,화계,우이신설선
다사57506000,957625,1960125,가오리,우이신설선
다사57506025,957625,1960375,가오리,우이신설선
다사57506050,957625,1960625,가오리,우이신설선
다사57506075,957625,1960875,가오리,우이신설선
다사57506225,957625,1962375,북한산우이,우이신설선
다사57754375,957875,1943875,강남,2호선
다사57754400,957875,1944125,강남,2호선
다사57754425,957875,1944375,강남,2호선
다사57754450,957875,1944625,강남,2호선
다사57754475,957875,1944875,신논현,9호선
다사57754500,957875,1945125,신논현,9호선
다사57754525,957875,1945375,신논현,9호선
다사57754550,957875,1945625,논현,7호선
다사57754575,957875,1945875,논현,7호선
다사57754600,957875,1946125,논현,7호선
다사57754625,957875,1946375,신사,3호선
다사57754650,957875,1946625,신사,3호선
다사57754700,957875,1947125,압구정,3호선
다사57754950,957875,1949625,옥수,3호선
다사57755000,957875,1950125,신금호,5호선
다사57755025,957875,1950375,신금호,5호선
다사57755050,957875,1950625,신금호,5호선
다사57755075,957875,1950875,신금호,5호선
다사57755125,957875,1951375,신당,2호선
다사57755150,957875,1951625,신당,2호선
다사57755175,957875,1951875,신당,2호선
다사57755200,957875,1952125,신당,2호선
다사57755225,957875,1952375,신당,2호선
다사57755275,957875,1952875,신설동,1호선
다사57755300,957875,1953125,신설동,1호선
다사57755325,957875,1953375,신설동,1호선
다사57755375,957875,1953875,보문,6호선
다사57755400,957875,1954125,보문,6호선
다사57755425,957875,1954375,보문,6호선
다사57755450,957875,1954625,보문,6호선
다사57755525,957875,1955375,성신여대입구(돈암),4호선
다사57755675,957875,1956875,미아사거리,4호선
다사57755725,957875,1957375,미아사거리,4호선
다사57755750,957875,1957625,삼양사거리,우이신설선
다사57755800,957875,1958125,삼양사거리,우이신설선
다사57755825,957875,1958375,삼양사거리,우이신설선
다사57755850,957875,1958625,미아(서울사이버대학),4호선
다사57755875,957875,1958875,미아(서울사이버대학),4호선
다사57755900,957875,1959125,미아(서울사이버대학),4호선
다사57755925,957875,1959375,화계,우이신설선
다사57755950,957875,1959625,수유(강북구청),4호선
다사57755975,957875,1959875,수유(강북구청),4호선
다사57756000,957875,1960125,수유(강북구청),4호선
다사57756025,957875,1960375,가오리,우이신설선
다사57756050,957875,1960625,가오리,우이신설선
다사58004425,958125,1944375,강남,2호선
다사58004450,958125,1944625,강남,2호선
다사58004475,958125,1944875,신논현,9호선
다사58004500,958125,1945125,신논현,9호선
다사58004525,958125,1945375,신논현,9호선
다사58004550,958125,1945625,논현,7호선
다사58004575,958125,1945875,논현,7호선
다사58004600,958125,1946125,학동,7호선
다사58004650,958125,1946625,신사,3호선
다사58004675,958125,1946875,신사,3호선
다사58005000,958125,1950125,신금호,5호선
다사58005025,958125,1950375,신금호,5호선
다사58005050,958125,1950625,행당,5호선
다사58005075,958125,1950875,행당,5호선
다사58005100,958125,1951125,행당,5호선
다사58005125,958125,1951375,행당,5호선
다사58005150,958125,1951625,상왕십리,2호선
다사58005175,958125,1951875,상왕십리,2호선
다사58005200,958125,1952125,상왕십리,2호선
다사58005225,958125,1952375,상왕십리,2호선
다사58005350,958125,1953625,신설동,1호선
다사58005375,958125,1953875,안암(고대병원앞),6호선
다사58005400,958125,1954125,안암(고대병원앞),6호선
다사58005425,958125,1954375,안암(고대병원앞),6호선
다사58005450,958125,1954625,안암(고대병원앞),6호선
다사58005650,958125,1956625,길음,4호선
다사58005675,958125,1956875,미아사거리,4호선
다사58005750,958125,1957625,미아사거리,4호선
다사58005775,958125,1957875,삼양사거리,우이신설선
다사58005800,958125,1958125,삼양사거리,우이신설선
다사58005825,958125,1958375,미아(서울사이버대학),4호선
다사58005850,958125,1958625,미아(서울사이버대학),4호선
다사58005875,958125,1958875,미아(서울사이버대학),4호선
다사58005900,958125,1959125,미아(서울사이버대학),4호선
다사58005925,958125,1959375,수유(강북구청),4호선
다사58005950,958125,1959625,수유(강북구청),4호선
다사58005975,958125,1959875,수유(강북구청),4호선
다사58006000,958125,1960125,수유(강북구청),4호선
다사58006025,958125,1960375,수유(강북구청),4호선
다사58254425,958375,1944375,강남,2호선
다사58254450,958375,1944625,강남,2호선
다사58254475,958375,1944875,신논현,9호선
다사58254500,958375,1945125,신논현,9호선
다사58254525,958375,1945375,신논현,9호선
다사58254550,958375,1945625,언주,9호선(연장)
다사58254575,958375,1945875,학동,7호선
다사58254600,958375,1946125,학동,7호선
다사58254625,958375,1946375,학동,7호선
다사58254675,958375,1946875,학동,7호선
다사58255025,958375,1950375,응봉,경원선
다사58255050,958375,1950625,행당,5호선
다사58255075,958375,1950875,행당,5호선
다사58255100,958375,1951125,행당,5호선
다사58255125,958375,1951375,행당,5호선
다사58255150,958375,1951625,상왕십리,2호선
다사58255300,958375,1953125,신설동,1호선
다사58255325,958375,1953375,신설동,1호선
다사58255350,958375,1953625,안암(고대병원앞),6호선
다사58255450,958375,1954625,안암(고대병원앞),6호선
다사58255650,958375,1956625,미아사거리,4호선
다사58255775,958375,1957875,미아사거리,4호선
다사58255800,958375,1958125,미아(서울사이버대학),4호선
다사58255825,958375,1958375,미아(서울사이버대학),4호선
다사58504400,958625,1944125,강남,2호선
다사58504425,958625,1944375,강남,2호선
다사58504450,958625,1944625,역삼,2호선
다사58504500,958625,1945125,언주,9호선(연장)
다사58504525,958625,1945375,언주,9호선(연장)
다사58504550,958625,1945625,언주,9호선(연장)
다사58504575,958625,1945875,학동,7호선
다사58504600,958625,1946125,학동,7호선
다사58504750,958625,1947625,압구정,3호선
다사58505025,958625,1950375,응봉,경원선
다사58505050,958625,1950625,행당,5호선
다사58505075,958625,1950875,행당,5호선
다사58505100,958625,1951125,행당,5호선
다사58505125,958625,1951375,행당,5호선
다사58505150,958625,1951625,상왕십리,2호선
다사58505175,958625,1951875,상왕십리,2호선
다사58505250,958625,1952625,용두(동대문구청),2호선
다사58505275,958625,1952875,제기동,1호선
다사58505300,958625,1953125,제기동,1호선
다사58505325,958625,1953375,제기동,1호선
다사58505350,958625,1953625,제기동,1호선
다사58505375,958625,1953875,안암(고대병원앞),6호선
다사58505400,958625,1954125,안암(고대병원앞),6호선
다사58505425,958625,1954375,안암(고대병원앞),6호선
다사58505450,958625,1954625,고려대(종암),6호선
다사58505475,958625,1954875,고려대(종암),6호선
다사58505650,958625,1956625,미아사거리,4호선
다사58754400,958875,1944125,역삼,2호선
다사58754425,958875,1944375,역삼,2호선
다사58754450,958875,1944625,역삼,2호선
다사58754475,958875,1944875,역삼,2호선
다사58754500,958875,1945125,언주,9호선(연장)
다사58754525,958875,1945375,언주,9호선(연장)
다사58754550,958875,1945625,언주,9호선(연장)
다사58754575,958875,1945875,학동,7호선
다사58754600,958875,1946125,학동,7호선
다사58754625,958875,1946375,학동,7호선
다사58754650,958875,1946625,학동,7호선
다사58754675,958875,1946875,강남구청,7호선
다사58754700,958875,1947125,압구정,3호선
다사58754750,958875,1947625,압구정로데오,분당선
다사58754775,958875,1947875,압구정로데오,분당선
다사58754800,958875,1948125,압구정로데오,분당선
다사58755025,958875,1950375,응봉,경원선
다사58755050,958875,1950625,응봉,경원선
다사58755075,958875,1950875,행당,5호선
다사58755100,958875,1951125,행당,5호선
다사58755125,958875,1951375,왕십리(성동구청),경원선
다사58755150,958875,1951625,왕십리(성동구청),경원선
다사58755175,958875,1951875,상왕십리,2호선
다사58755200,958875,1952125,상왕십리,2호선
다사58755225,958875,1952375,용두(동대문구청),2호선
다사58755350,958875,1953625,제기동,1호선
다사58755375,958875,1953875,안암(고대병원앞),6호선
다사58755400,958875,1954125,안암(고대병원앞),6호선
다사58755425,958875,1954375,고려대(종암),6호선
다사58755450,958875,1954625,고려대(종암),6호선
다사58755600,958875,1956125,월곡(동덕여대),6호선
다사59004475,959125,1944875,역삼,2호선
다사59004500,959125,1945125,역삼,2호선
다사59004525,959125,1945375,언주,9호선(연장)
다사59004550,959125,1945625,언주,9호선(연장)
다사59004575,959125,1945875,언주,9호선(연장)
다사59004625,959125,1946375,강남구청,7호선
다사59004650,959125,1946625,강남구청,7호선
다사59004700,959125,1947125,압구정로데오,분당선
다사59004750,959125,1947625,압구정로데오,분당선
다사59005050,959125,1950625,응봉,경원선
다사59005075,959125,1950875,한양대,2호선
다사59005100,959125,1951125,왕십리(성동구청),경원선
다사59005125,959125,1951375,왕십리(성동구청),경원선
다사59005150,959125,1951625,왕십리(성동구청),경원선
다사59005175,959125,1951875,왕십리(성동구청),경원선
다사59005200,959125,1952125,마장,5호선
다사59005225,959125,1952375,용두(동대문구청),2호선
다사59005275,959125,1952875,용두(동대문구청),2호선
다사59005300,959125,1953125,제기동,1호선
다사59005325,959125,1953375,제기동,1호선
다사59005350,959125,1953625,제기동,1호선
다사59005375,959125,1953875,제기동,1호선
다사59005400,959125,1954125,고려대(종암),6호선
다사59005525,959125,1955375,월곡(동덕여대),6호선
다사59254250,959375,1942625,양재(서초구청),3호선
다사59254275,959375,1942875,양재(서초구청),3호선
다사59254300,959375,1943125,매봉,3호선
다사59254325,959375,1943375,매봉,3호선
다사59254475,959375,1944875,역삼,2호선
다사59254500,959375,1945125,역삼,2호선
다사59254525,959375,1945375,선정릉,9호선(연장)
다사59254550,959375,1945625,선정릉,9호선(연장)
다사59254575,959375,1945875,선정릉,9호선(연장)
다사59254600,959375,1946125,강남구청,7호선
다사59254625,959375,1946375,강남구청,7호선
다사59254675,959375,1946875,강남구청,7호선
다사59254700,959375,1947125,압구정로데오,분당선
다사59254975,959375,1949875,응봉,경원선
다사59255025,959375,1950375,한양대,2호선
다사59255050,959375,1950625,한양대,2호선
다사59255075,959375,1950875,한양대,2호선
다사59255100,959375,1951125,왕십리(성동구청),경원선
다사59255125,959375,1951375,왕십리(성동구청),경원선
다사59255150,959375,1951625,왕십리(성동구청),경원선
다사59255175,959375,1951875,마장,5호선
다사59255200,959375,1952125,마장,5호선
다사59255225,959375,1952375,용두(동대문구청),2호선
다사59255275,959375,1952875,용두(동대문구청),2호선
다사59255300,959375,1953125,용두(동대문구청),2호선
다사59255325,959375,1953375,청량리(서울시립대입구),1호선
다사59255350,959375,1953625,청량리(서울시립대입구),1호선
다사59255375,959375,1953875,청량리(서울시립대입구),1호선
다사59255400,959375,1954125,고려대(종암),6호선
다사59255525,959375,1955375,월곡(동덕여대),6호선
다사59255625,959375,1956375,월곡(동덕여대),6호선
다사59256125,959375,1961375,쌍문,4호선
다사59256150,959375,1961625,쌍문,4호선
다사59504450,959625,1944625,역삼,2호선
다사59504500,959625,1945125,선릉,2호선
다사59504525,959625,1945375,선정릉,9호선(연장)
다사59504550,959625,1945625,선정릉,9호선(연장)
다사59504575,959625,1945875,선정릉,9호선(연장)
다사59504600,959625,1946125,선정릉,9호선(연장)
다사59504625,959625,1946375,강남구청,7호선
다사59504700,959625,1947125,압구정로데오,분당선
다사59504975,959625,1949875,뚝섬,2호선
다사59505000,959625,1950125,뚝섬,2호선
다사59505025,959625,1950375,한양대,2호선
다사59505075,959625,1950875,한양대,2호선
다사59505100,959625,1951125,한양대,2호선
다사59505125,959625,1951375,왕십리(성동구청),경원선
다사59505150,959625,1951625,마장,5호선
다사59505175,959625,1951875,마장,5호선
다사59505200,959625,1952125,마장,5호선
다사59505225,959625,1952375,신답,2호선
다사59505275,959625,1952875,용두(동대문구청),2호선
다사59505300,959625,1953125,청량리(서울시립대입구),1호선
다사59505325,959625,1953375,청량리(서울시립대입구),1호선
다사59505350,959625,1953625,청량리(서울시립대입구),1호선
다사59505400,959625,1954125,청량리(서울시립대입구),1호선
다사59505575,959625,1955875,월곡(동덕여대),6호선
다사59505600,959625,1956125,월곡(동덕여대),6호선
다사59505625,959625,1956375,월곡(동덕여대),6호선
다사59506100,959625,1961125,창동,4호선
다사59506125,959625,1961375,창동,4호선
다사59506375,959625,1963875,방학,경원선
다사59506500,959625,1965125,도봉산,7호선
다사59754375,959875,1943875,한티,분당선
다사59754425,959875,1944375,한티,분당선
다사59754450,959875,1944625,선릉,2호선
다사59754500,959875,1945125,선릉,2호선
다사59754525,959875,1945375,선릉,2호선
다사59754575,959875,1945875,선정릉,9호선(연장)
다사59754600,959875,1946125,선정릉,9호선(연장)
다사59754625,959875,1946375,강남구청,7호선
다사59754650,959875,1946625,강남구청,7호선
다사59754675,959875,1946875,강남구청,7호선
다사59754700,959875,1947125,압구정로데오,분당선
다사59754900,959875,1949125,서울숲,분당선
다사59754925,959875,1949375,서울숲,분당선
다사59754950,959875,1949625,서울숲,분당선
다사59754975,959875,1949875,뚝섬,2호선
다사59755025,959875,1950375,한양대,2호선
다사59755050,959875,1950625,한양대,2호선
다사59755075,959875,1950875,한양대,2호선
다사59755100,959875,1951125,한양대,2호선
다사59755150,959875,1951625,마장,5호선
다사59755175,959875,1951875,마장,5호선
다사59755200,959875,1952125,신답,2호선
다사59755250,959875,1952625,신답,2호선
다사59755275,959875,1952875,신답,2호선
다사59755300,959875,1953125,청량리(서울시립대입구),1호선
다사59755575,959875,1955875,월곡(동덕여대),6호선
다사59755600,959875,1956125,월곡(동덕여대),6호선
다사59755625,959875,1956375,상월곡(한국과학기술연구원),6호선
다사59755650,959875,1956625,상월곡(한국과학기술연구원),6호선
다사59756075,959875,1960875,녹천,경원선
다사59756100,959875,1961125,창동,4호선
다사59756375,959875,1963875,방학,경원선
다사59756475,959875,1964875,도봉,경원선
다사59756500,959875,1965125,도봉산,7호선
다사60004300,960125,1943125,매봉,3호선
다사60004325,960125,1943375,매봉,3호선
다사60004375,960125,1943875,한티,분당선
다사60004400,960125,1944125,한티,분당선
다사60004425,960125,1944375,한티,분당선
다사60004450,960125,1944625,선릉,2호선
다사60004475,960125,1944875,선릉,2호선
다사60004500,960125,1945125,선릉,2호선
다사60004600,960125,1946125,삼성중앙,9호선(연장)
다사60004625,960125,1946375,삼성중앙,9호선(연장)
다사60004650,960125,1946625,청담,7호선
다사60004675,960125,1946875,청담,7호선
다사60004725,960125,1947375,청담,7호선
다사60004900,960125,1949125,서울숲,분당선
다사60004925,960125,1949375,서울숲,분당선
다사60004950,960125,1949625,뚝섬,2호선
다사60004975,960125,1949875,뚝섬,2호선
다사60005000,960125,1950125,뚝섬,2호선
다사60005075,960125,1950875,한양대,2호선
다사60005100,960125,1951125,용답,2호선
다사60005150,960125,1951625,용답,2호선
다사60005225,960125,1952375,신답,2호선
다사60005250,960125,1952625,신답,2호선
다사60005275,960125,1952875,신답,2호선
다사60005300,960125,1953125,청량리(서울시립대입구),1호선
다사60005625,960125,1956375,상월곡(한국과학기술연구원),6호선
다사60005650,960125,1956625,상월곡(한국과학기술연구원),6호선
다사60005675,960125,1956875,상월곡(한국과학기술연구원),6호선
다사60005700,960125,1957125,상월곡(한국과학기술연구원),6호선
다사60006075,960125,1960875,녹천,경원선
다사60006100,960125,1961125,창동,4호선
다사60006125,960125,1961375,창동,4호선
다사60006375,960125,1963875,도봉,경원선
다사60006400,960125,1964125,도봉,경원선
다사60006425,960125,1964375,도봉,경원선
다사60006450,960125,1964625,도봉,경원선
다사60006475,960125,1964875,도봉,경원선
다사60006500,960125,1965125,도봉산,7호선
다사60254300,960375,1943125,매봉,3호선
다사60254325,960375,1943375,도곡,분당선
다사60254350,960375,1943625,도곡,분당선
다사60254375,960375,1943875,한티,분당선
다사60254400,960375,1944125,한티,분당선
다사60254425,960375,1944375,한티,분당선
다사60254450,960375,1944625,한티,분당선
다사60254475,960375,1944875,선릉,2호선
다사60254575,960375,1945875,삼성중앙,9호선(연장)
다사60254600,960375,1946125,삼성중앙,9호선(연장)
다사60254625,960375,1946375,삼성중앙,9호선(연장)
다사60254650,960375,1946625,청담,7호선
다사60254900,960375,1949125,성수,2호선
다사60254925,960375,1949375,성수,2호선
다사60254950,960375,1949625,성수,2호선
다사60254975,960375,1949875,뚝섬,2호선
다사60255000,960375,1950125,뚝섬,2호선
다사60255125,960375,1951375,용답,2호선
다사60255150,960375,1951625,용답,2호선
다사60255175,960375,1951875,답십리,5호선
다사60255200,960375,1952125,답십리,5호선
다사60255225,960375,1952375,답십리,5호선
다사60255250,960375,1952625,신답,2호선
다사60255625,960375,1956375,상월곡(한국과학기술연구원),6호선
다사60255650,960375,1956625,상월곡(한국과학기술연구원),6호선
다사60255675,960375,1956875,돌곶이,6호선
다사60255700,960375,1957125,돌곶이,6호선
다사60256075,960375,1960875,녹천,경원선
다사60256100,960375,1961125,녹천,경원선
다사60256125,960375,1961375,창동,4호선
다사60256400,960375,1964125,수락산,7호선
다사60256425,960375,1964375,수락산,7호선
다사60256475,960375,1964875,도봉,경원선
다사60256500,960375,1965125,도봉산,7호선
다사60504275,960625,1942875,구룡,분당선
다사60504325,960625,1943375,도곡,분당선
다사60504350,960625,1943625,도곡,분당선
다사60504375,960625,1943875,도곡,분당선
다사60504400,960625,1944125,한티,분당선
다사60504425,960625,1944375,한티,분당선
다사60504450,960625,1944625,한티,분당선
다사60504475,960625,1944875,선릉,2호선
다사60504525,960625,1945375,선릉,2호선
다사60504550,960625,1945625,삼성중앙,9호선(연장)
다사60504575,960625,1945875,삼성중앙,9호선(연장)
다사60504600,960625,1946125,삼성중앙,9호선(연장)
다사60504625,960625,1946375,삼성중앙,9호선(연장)
다사60504650,960625,1946625,청담,7호선
다사60504925,960625,1949375,성수,2호선
다사60504950,960625,1949625,성수,2호선
다사60504975,960625,1949875,성수,2호선
다사60505000,960625,1950125,성수,2호선
다사60505125,960625,1951375,용답,2호선
다사60505150,960625,1951625,용답,2호선
다사60505175,960625,1951875,답십리,5호선
다사60505200,960625,1952125,답십리,5호선
다사60505225,960625,1952375,답십리,5호선
다사60505250,960625,1952625,답십리,5호선
다사60505650,960625,1956625,돌곶이,6호선
다사60505675,960625,1956875,돌곶이,6호선
다사60506350,960625,1963625,수락산,7호선
다사60506425,960625,1964375,수락산,7호선
다사60506450,960625,1964625,수락산,7호선
다사60506475,960625,1964875,수락산,7호선
다사60506500,960625,1965125,도봉산,7호선
다사60754275,960875,1942875,구룡,분당선
다사60754350,960875,1943625,도곡,분당선
다사60754375,960875,1943875,도곡,분당선
다사60754400,960875,1944125,한티,분당선
다사60754425,960875,1944375,한티,분당선
다사60754525,960875,1945375,삼성(무역센터),2호선
다사60754550,960875,1945625,삼성(무역센터),2호선
다사60754575,960875,1945875,삼성중앙,9호선(연장)
다사60754650,960875,1946625,청담,7호선
다사60754675,960875,1946875,청담,7호선
다사60755125,960875,1951375,용답,2호선
다사60755150,960875,1951625,답십리,5호선
다사60755175,960875,1951875,답십리,5호선
다사60755475,960875,1954875,회기,중앙선
다사60755500,960875,1955125,회기,중앙선
다사60755650,960875,1956625,돌곶이,6호선
다사60755725,960875,1957375,돌곶이,6호선
다사60755875,960875,1958875,월계,경원선
다사60756025,960875,1960375,녹천,경원선
다사60756225,960875,1962375,마들,7호선
다사60756350,960875,1963625,마들,7호선
다사61004275,961125,1942875,구룡,분당선
다사61004350,961125,1943625,도곡,분당선
다사61004375,961125,1943875,대치,3호선
다사61004400,961125,1944125,대치,3호선
다사61004425,961125,1944375,대치,3호선
다사61004450,961125,1944625,대치,3호선
다사61004550,961125,1945625,삼성(무역센터),2호선
다사61004575,961125,1945875,봉은사,9호선(연장)
다사61004625,961125,1946375,봉은사,9호선(연장)
다사61004650,961125,1946625,봉은사,9호선(연장)
다사61004675,961125,1946875,청담,7호선
다사61005125,961125,1951375,장한평,5호선
다사61005150,961125,1951625,장한평,5호선
다사61005175,961125,1951875,장한평,5호선
다사61005450,961125,1954625,회기,중앙선
다사61005475,961125,1954875,회기,중앙선
다사61005500,961125,1955125,외대앞,경원선
다사61005550,961125,1955625,외대앞,경원선
다사61005575,961125,1955875,신이문,경원선
다사61005675,961125,1956875,돌곶이,6호선
다사61005700,961125,1957125,돌곶이,6호선
다사61005725,961125,1957375,석계,6호선
다사61005750,961125,1957625,석계,6호선
다사61005775,961125,1957875,광운대,경원선
다사61005875,961125,1958875,월계,경원선
다사61005950,961125,1959625,월계,경원선
다사61006000,961125,1960125,중계,7호선
다사61006025,961125,1960375,중계,7호선
다사61006075,961125,1960875,중계,7호선
다사61006100,961125,1961125,중계,7호선
다사61006225,961125,1962375,마들,7호선
다사61254275,961375,1942875,구룡,분당선
다사61254350,961375,1943625,개포동,분당선
다사61254375,961375,1943875,대치,3호선
다사61254400,961375,1944125,대치,3호선
다사61254425,961375,1944375,대치,3호선
다사61254450,961375,1944625,대치,3호선
다사61254550,961375,1945625,삼성(무역센터),2호선
다사61254575,961375,1945875,삼성(무역센터),2호선
다사61254600,961375,1946125,봉은사,9호선(연장)
다사61254625,961375,1946375,봉은사,9호선(연장)
다사61254900,961375,1949125,건대입구,7호선
다사61254925,961375,1949375,성수,2호선
다사61255450,961375,1954625,회기,중앙선
다사61255475,961375,1954875,외대앞,경원선
다사61255500,961375,1955125,외대앞,경원선
다사61255525,961375,1955375,외대앞,경원선
다사61255575,961375,1955875,신이문,경원선
다사61255625,961375,1956375,신이문,경원선
다사61255650,961375,1956625,돌곶이,6호선
다사61255675,961375,1956875,돌곶이,6호선
다사61255700,961375,1957125,석계,6호선
다사61255725,961375,1957375,석계,6호선
다사61255750,961375,1957625,석계,6호선
다사61255775,961375,1957875,광운대,경원선
다사61255875,961375,1958875,광운대,경원선
다사61255925,961375,1959375,월계,경원선
다사61255950,961375,1959625,월계,경원선
다사61255975,961375,1959875,하계,7호선
